Region,City,ZipCode,Population,HouseholdSize,IncomeLevel,FoodType,DemandAmount,EmergencyStatus,SeasonalFactor,SupplyType,DistributionPriority
West Marcusfort,Bakerville,55198,224504,4,High,Fresh Produce,921,None,Normal,Perishable,Standard
South Victoriafort,Pamelachester,69884,744990,6,Low,Fresh Produce,1000,Weather,Normal,Perishable,High
Port Elizabethstad,North Vanessaborough,54983,811908,2,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
Drakechester,Lake Nicole,81355,519148,6,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
East Joseph,South Jamieside,42786,279312,3,High,Canned Goods,96,Weather,Holiday,Non-Perishable,Standard
Dannyside,North Craigstad,67029,386448,4,Medium,Canned Goods,1000,Health,Normal,Non-Perishable,Standard
North Debra,West Kylie,17322,785721,4,Low,Fresh Produce,1000,None,Normal,Perishable,High
Diazmouth,Zacharyton,67574,890597,4,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Lake Laurafort,Tinaton,36938,646596,4,Low,Fresh Produce,1000,Economic,Normal,Perishable,High
Emilyland,North Jacob,38007,858629,2,Medium,Fresh Produce,1000,Weather,Holiday,Perishable,Standard
Taylorfurt,Newmanfort,92069,986012,2,Low,Dairy,1000,None,Normal,Perishable,Medium
Phillipston,Brendaland,52574,594974,4,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
Williamsmouth,Alisonmouth,87276,254321,6,Medium,Meat/Poultry,1000,None,Summer,Perishable,Standard
West Lindabury,Jessicafurt,89088,558059,6,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Hartview,Maciasfurt,38679,209467,3,Medium,Fresh Produce,468,None,Normal,Perishable,Standard
South Robertborough,Kelleychester,34510,875091,6,Low,Canned Goods,1000,Economic,Normal,Non-Perishable,High
New Jamesshire,Whiteshire,36405,435188,5,Low,Canned Goods,1000,None,Holiday,Non-Perishable,High
Jeremyshire,New Lisa,91777,611539,4,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Wilsonshire,Myersbury,70563,923696,6,High,Fresh Produce,295,None,Normal,Perishable,Standard
South Danny,South John,42669,503123,6,Low,Dairy,1000,None,Summer,Perishable,High
Port Douglaschester,South Bonnieshire,54797,773112,1,Medium,Dry Goods,936,None,BackToSchool,Non-Perishable,Standard
North Frederick,Audreyfort,58531,967350,5,Low,Meat/Poultry,1000,Health,Normal,Perishable,High
Robertshire,West Nicholas,04884,639032,3,High,Meat/Poultry,1000,None,Holiday,Perishable,Standard
South Davidside,Figueroahaven,38225,993514,4,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Lake Dale,Melissafort,40178,615594,3,High,Dry Goods,1000,None,Summer,Non-Perishable,Standard
Aaronmouth,Stephanieton,93638,276832,1,Low,Dairy,706,Economic,Normal,Perishable,Medium
Lake Alexanderton,Calebtown,74705,816820,4,Low,Fresh Produce,1000,None,Normal,Perishable,High
New Kimberlyport,New Maria,70642,884499,2,Low,Dry Goods,216,None,Normal,Non-Perishable,Medium
East Bryanbury,North Lisa,41035,264617,4,Medium,Dry Goods,305,None,Normal,Non-Perishable,Standard
Port Allisonmouth,Henryhaven,62686,918521,3,Low,Dairy,1000,Weather,Normal,Perishable,Medium
Lake Dianafurt,South Kathleentown,61742,662665,6,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Johnsonport,Youngview,66544,974728,6,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
West Markfurt,New Michelle,31761,781466,4,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Lake Carolinefort,North Jennifer,39882,972073,1,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
North Rhonda,South Charlotteland,18450,499247,2,High,Dry Goods,942,None,Normal,Non-Perishable,Standard
Janethaven,Lake John,71670,308781,3,High,Fresh Produce,1000,None,Summer,Perishable,Standard
Andersonton,North Jared,01811,254850,2,Medium,Meat/Poultry,1000,Economic,Normal,Perishable,Standard
Kylehaven,Alyssaview,02450,306486,1,Medium,Dry Goods,73,Economic,Normal,Non-Perishable,Standard
Jeffreytown,East Jennifertown,91010,512999,6,Medium,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Scottland,Michaeltown,07474,431876,3,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Brendachester,Thomashaven,64865,424840,5,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Racheltown,Susanstad,91515,301169,4,High,Dry Goods,855,Health,Normal,Non-Perishable,Standard
South Michaeltown,Haydenville,64276,446570,4,Medium,Canned Goods,1000,None,Summer,Non-Perishable,Standard
Tylerstad,Lake Michael,86885,306331,5,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Lake Whitney,Arnoldfort,30277,229932,4,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
Catherinechester,South Samantha,54084,982032,2,Low,Canned Goods,1000,Weather,Holiday,Non-Perishable,Medium
New Laurastad,Melaniefort,72031,575706,3,Low,Dairy,1000,Health,Normal,Perishable,Medium
West Katherineside,Gordonhaven,12053,664355,5,High,Dry Goods,616,None,Normal,Non-Perishable,Standard
Tylerland,Martinside,33328,925650,6,High,Fresh Produce,1000,Economic,Holiday,Perishable,Standard
Evanston,Hernandezmouth,93220,277550,2,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
Haleyport,Tamarahaven,07564,805646,1,Low,Meat/Poultry,1000,Economic,BackToSchool,Perishable,Medium
Tammyside,Coopertown,58763,457613,2,Low,Dry Goods,1000,None,BackToSchool,Non-Perishable,Medium
South Scott,Hessport,89816,434319,1,Low,Dairy,1000,None,Normal,Perishable,Medium
New Hollybury,New Jamesstad,57880,795011,4,Low,Dry Goods,1000,Health,Holiday,Non-Perishable,High
East Kayla,Ortizview,53361,253750,1,Medium,Canned Goods,1000,None,Summer,Non-Perishable,Standard
Port Miranda,South Hollyfort,98555,882982,6,Medium,Dairy,1000,None,Holiday,Perishable,Standard
Port Josephhaven,Bradberg,69519,849560,1,Medium,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
North Brittany,East Elizabethville,99687,743097,4,Low,Fresh Produce,1000,Economic,Normal,Perishable,High
Boylebury,Lindaburgh,78306,487814,3,Medium,Canned Goods,1000,Economic,BackToSchool,Non-Perishable,Standard
South Christopherberg,East Mason,14585,841565,4,Low,Dairy,1000,Economic,Holiday,Perishable,High
Letown,Tannerview,63596,371133,4,Low,Canned Goods,1000,None,Summer,Non-Perishable,High
North Caroltown,South Richard,96971,211808,3,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
Lake Charles,Kevinside,69294,489837,4,High,Canned Goods,278,Health,Normal,Non-Perishable,Standard
New Williamfurt,Lake Julieland,67329,618019,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Brandonshire,North Lindaberg,94223,635403,5,Low,Dairy,1000,None,Normal,Perishable,High
North Frank,Port Alex,10412,303778,2,Low,Dry Goods,1000,None,Summer,Non-Perishable,Medium
South Beth,Burnettbury,41391,482987,3,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Taylorport,Kathyton,57861,784289,3,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
Abigailfort,Annetteland,58690,671872,3,High,Canned Goods,539,Economic,Normal,Non-Perishable,Standard
Mccartystad,West Erik,91880,902020,6,Medium,Canned Goods,1000,Health,BackToSchool,Non-Perishable,Standard
Clarkland,Lake Shanemouth,86564,436106,6,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Lake Kim,Sarastad,81573,511959,1,Medium,Dry Goods,1000,Economic,Summer,Non-Perishable,Standard
Carterbury,Lake Sarah,30499,857144,3,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
West Tricia,East Lawrence,89163,753127,5,Low,Meat/Poultry,1000,None,Holiday,Perishable,High
New Kevinhaven,North Alyssa,81102,990251,5,Medium,Meat/Poultry,1000,None,Normal,Perishable,Standard
East Crystal,Rollinsberg,92876,220578,5,Medium,Fresh Produce,1000,None,Holiday,Perishable,Standard
Paulside,Jacksonborough,61982,471994,2,Low,Canned Goods,1000,Economic,Normal,Non-Perishable,Medium
East Jermaine,Robertsonborough,22914,387317,2,Low,Canned Goods,729,None,Normal,Non-Perishable,Medium
Lake Frankmouth,Carolinestad,69115,561254,3,Low,Dairy,1000,None,Holiday,Perishable,Medium
South Matthewfort,Justinfort,15654,822107,2,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Ravenmouth,Wilsonville,71193,696651,5,Low,Dairy,894,None,Normal,Perishable,High
Morganside,New Jessicaview,63840,708329,6,Low,Meat/Poultry,1000,Economic,Normal,Perishable,High
Eddieborough,Lake Steven,22518,576476,6,Low,Meat/Poultry,1000,None,Holiday,Perishable,High
Mcdanielfort,Ricetown,66000,910284,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
West Sierrashire,Riceville,85564,943352,5,High,Fresh Produce,1000,None,Holiday,Perishable,Standard
Williamsstad,Watsonshire,05556,893178,2,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Bridgetborough,East Jennifertown,61877,789073,2,High,Meat/Poultry,1000,None,Normal,Perishable,Standard
New Annettemouth,Sarahborough,06746,751393,2,High,Meat/Poultry,1000,Weather,Normal,Perishable,Standard
Lake Tanyaborough,Derrickstad,66111,974089,6,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Elizabethborough,East Sergioview,56753,826028,1,Low,Canned Goods,1000,None,BackToSchool,Non-Perishable,Medium
East Matthewton,Bensonfurt,25983,444727,6,Medium,Dry Goods,89,Economic,Normal,Non-Perishable,Standard
Campbellshire,West Jenniferville,95300,372345,1,High,Dry Goods,963,None,Normal,Non-Perishable,Standard
Port Kristopher,West Jodi,33336,293515,5,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
North Tom,Wilsonstad,64861,611462,6,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Jessicabury,Lake Erin,35272,208658,5,Low,Canned Goods,1000,Health,BackToSchool,Non-Perishable,High
Deborahstad,Lake Jamesstad,05771,358581,4,Low,Fresh Produce,903,None,Summer,Perishable,High
Port Whitneybury,Michaelmouth,36919,591344,2,Medium,Canned Goods,616,None,Normal,Non-Perishable,Standard
Chelseastad,Marymouth,20813,428047,3,Medium,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Evansbury,North Jennifer,15414,217667,2,Low,Dry Goods,639,None,Normal,Non-Perishable,Medium
New Matthewfort,North Sandra,30359,419173,2,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Crystalfort,East Luis,30999,305861,5,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
North Chad,New Mary,27761,990294,3,Low,Dairy,1000,Economic,Summer,Perishable,Medium
South Thomaschester,North Christopherfurt,81554,630533,6,Low,Fresh Produce,1000,Economic,Normal,Perishable,High
New Mary,East Morgan,27951,282591,2,Medium,Dairy,1000,Economic,Summer,Perishable,Standard
Aaronton,South Morganside,25302,989711,6,Low,Meat/Poultry,851,None,Holiday,Perishable,High
East Ashleyville,Lake Stephanie,08181,547073,1,Low,Canned Goods,1000,None,Normal,Non-Perishable,Medium
Port Luisshire,East Jeremy,23906,979485,1,Low,Fresh Produce,791,None,Normal,Perishable,Medium
Sabrinaland,Whiteburgh,89591,342077,1,High,Fresh Produce,30,Economic,Normal,Perishable,Standard
Cainfurt,East Loretta,15900,900133,4,High,Dairy,1000,None,Summer,Perishable,Standard
East Dianetown,Port Sarahstad,43977,370097,5,Medium,Dairy,1000,None,Normal,Perishable,Standard
Josephton,Staceyville,40411,534390,1,Medium,Fresh Produce,281,None,Normal,Perishable,Standard
Jamiehaven,South Madison,67689,623588,2,Low,Meat/Poultry,1000,None,Summer,Perishable,Medium
Port Heather,Melissaville,06334,558350,1,Medium,Canned Goods,576,None,Normal,Non-Perishable,Standard
West Crystalberg,New Laurie,84339,972537,5,Low,Dairy,1000,None,Summer,Perishable,High
Jamesside,West Thomasborough,01244,706765,3,Medium,Canned Goods,816,None,Normal,Non-Perishable,Standard
South David,Joseview,49923,994785,5,Medium,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Reedborough,Michaelborough,34657,433087,5,High,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Morrisbury,South Maria,15460,265140,1,Medium,Dairy,323,None,Normal,Perishable,Standard
West Troy,Nathanielfort,77805,702914,6,Low,Canned Goods,1000,None,Normal,Non-Perishable,High
Port Seth,South Tanya,47492,959981,3,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
Mcguirefurt,New Jamesshire,51358,477008,2,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Clarkshire,North Staciemouth,32462,362483,3,Medium,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Lake Carolmouth,North Johnville,65357,262256,4,Low,Dry Goods,1000,None,Normal,Non-Perishable,High
West Amanda,Lake Anthonyville,49556,232929,5,Medium,Dry Goods,1000,None,Holiday,Non-Perishable,Standard
Diazbury,East Allisonfurt,65294,329421,2,Medium,Dry Goods,1000,None,BackToSchool,Non-Perishable,Standard
Mooreville,West Cindytown,52558,970067,2,Medium,Canned Goods,1000,None,Summer,Non-Perishable,Standard
Blevinsshire,West Jeffrey,80852,351588,1,Medium,Meat/Poultry,1000,Health,Holiday,Perishable,Standard
Sarahland,New Christopher,09577,326830,1,Medium,Meat/Poultry,1000,Economic,Normal,Perishable,Standard
Matthewberg,East Josebury,98851,405083,4,Medium,Dry Goods,505,None,Normal,Non-Perishable,Standard
New Bryanfurt,Kariland,79509,499206,1,Low,Dry Goods,1000,None,Normal,Non-Perishable,Medium
West Joseph,North Robert,87166,459931,2,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Chapmanfurt,Thomaschester,68394,903386,1,Medium,Fresh Produce,1000,None,Holiday,Perishable,Standard
South Michaelbury,West Samuelport,34712,424833,6,Medium,Dairy,1000,None,Normal,Perishable,Standard
Matthewhaven,Lake Kelly,35173,338241,5,Low,Dry Goods,1000,Health,Normal,Non-Perishable,High
Joneston,Robinsonberg,36010,983944,5,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Scottfurt,North Robert,63053,563129,5,High,Dairy,510,None,Holiday,Perishable,Standard
Dudleyville,Mistyside,51520,879086,6,Low,Canned Goods,1000,None,Summer,Non-Perishable,High
Tiffanytown,Snyderview,64948,226409,4,Medium,Fresh Produce,1000,Economic,Normal,Perishable,Standard
Cynthialand,Lake Ashleyhaven,89261,517172,3,Low,Canned Goods,1000,Economic,Normal,Non-Perishable,Medium
Thomasville,Holmesshire,41284,576191,2,Low,Meat/Poultry,1000,Weather,Normal,Perishable,Medium
Scottberg,South Kevin,83526,901958,2,Medium,Canned Goods,1000,Economic,Holiday,Non-Perishable,Standard
Lake Hunter,West Andrew,87664,282994,5,High,Meat/Poultry,1000,None,Summer,Perishable,Standard
Johnshire,Yangmouth,89052,648821,5,Low,Dry Goods,1000,Weather,Normal,Non-Perishable,High
Port Caitlin,Angelaside,76177,600323,4,Medium,Dairy,1000,None,Normal,Perishable,Standard
Cranefurt,Danielside,82083,689856,5,Low,Meat/Poultry,1000,None,Normal,Perishable,High
Elizabethburgh,East Renee,43969,613679,6,Medium,Meat/Poultry,1000,Health,Normal,Perishable,Standard
North Charlotte,East Kristentown,74890,971017,2,Medium,Fresh Produce,267,None,Normal,Perishable,Standard
Evanhaven,West Donaldtown,47955,888120,6,Low,Meat/Poultry,1000,None,Normal,Perishable,High
South Heather,Perezstad,73318,408387,4,High,Canned Goods,1000,None,BackToSchool,Non-Perishable,Standard
Timfort,Patriciafort,27084,675149,2,Medium,Canned Goods,547,None,BackToSchool,Non-Perishable,Standard
Carolland,North Sharonmouth,31639,314041,2,Medium,Fresh Produce,443,None,Normal,Perishable,Standard
Jonesmouth,North Samuelfort,54062,305255,3,Medium,Dry Goods,238,None,Normal,Non-Perishable,Standard
Sheilastad,North Jay,13566,793690,3,Medium,Meat/Poultry,865,Health,Normal,Perishable,Standard
Whitneyland,South Thomas,96611,847101,5,Medium,Dairy,1000,Weather,BackToSchool,Perishable,Standard
South Victoria,Brenttown,68245,840820,6,Medium,Meat/Poultry,1000,Economic,Normal,Perishable,Standard
Martinezmouth,Port Phillipport,77363,725244,5,High,Canned Goods,84,None,Normal,Non-Perishable,Standard
North Kendratown,Mooreshire,08118,363308,5,Medium,Fresh Produce,1000,Weather,Normal,Perishable,Standard
Figueroatown,New Kyletown,66171,364620,4,Low,Meat/Poultry,1000,None,Normal,Perishable,High
New Roger,Richardmouth,14805,414712,4,High,Dairy,1000,Health,BackToSchool,Perishable,Standard
New Ernestport,West Ashleymouth,80997,451107,3,High,Dry Goods,1000,None,Normal,Non-Perishable,Standard
East Brett,Port Todd,69509,760999,6,Low,Dry Goods,1000,None,Summer,Non-Perishable,High
West Charlesland,New Patrickside,22666,402616,4,Low,Dairy,1000,Health,Normal,Perishable,High
Andersonhaven,Chanborough,17702,285780,6,Low,Meat/Poultry,1000,None,Normal,Perishable,High
Johnchester,Cathyton,30678,412067,1,Medium,Meat/Poultry,639,None,BackToSchool,Perishable,Standard
Port Tracey,Luisfort,41174,934530,3,Low,Dry Goods,1000,None,Summer,Non-Perishable,Medium
New Samuel,Lauraville,63572,779026,2,High,Meat/Poultry,783,Health,Normal,Perishable,Standard
Port Edward,Hoffmanland,13218,432611,3,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
North Michael,Glenntown,77670,227005,1,Low,Fresh Produce,1000,None,Summer,Perishable,Medium
Normanton,New Susan,84482,286153,3,High,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Tannermouth,Abigailside,50013,274120,2,High,Dairy,172,None,Normal,Perishable,Standard
Theresachester,Kristinaville,94896,860342,3,Low,Meat/Poultry,1000,Weather,Normal,Perishable,Medium
New Seanchester,Lake Briannabury,50869,459828,1,Medium,Meat/Poultry,436,None,Normal,Perishable,Standard
Natalietown,West Tiffanyhaven,91625,536855,3,Medium,Dairy,283,None,Normal,Perishable,Standard
New Rebecca,New Mary,07535,698604,4,Medium,Fresh Produce,1000,None,Normal,Perishable,Standard
Faulknerside,Josephview,23198,851960,6,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
Kimberlyview,Lake Rodney,68144,268844,5,Low,Fresh Produce,1000,Health,Normal,Perishable,High
South Michelle,East Michaelchester,97325,621088,6,Medium,Dry Goods,1000,None,Normal,Non-Perishable,Standard
Huffshire,Amandaside,26345,931679,1,Low,Fresh Produce,1000,None,Normal,Perishable,Medium
Brendaton,New Nicolemouth,34997,410615,6,Medium,Canned Goods,1000,None,Normal,Non-Perishable,Standard
North Wendyborough,Darlenehaven,19499,326782,2,Low,Canned Goods,1000,None,Summer,Non-Perishable,Medium
Robertville,New Danielbury,74777,642239,5,Medium,Meat/Poultry,1000,Economic,Summer,Perishable,Standard
Loriberg,Kathleenview,51048,990560,5,Medium,Dry Goods,1000,Economic,Normal,Non-Perishable,Standard
North Nicole,Cooperchester,51150,206943,6,Low,Fresh Produce,938,Health,Normal,Perishable,High
Petersonborough,Port Bonnie,25018,418830,2,Medium,Dry Goods,1000,Weather,Normal,Non-Perishable,Standard
Port Teresastad,East Tammy,68083,765959,2,Medium,Canned Goods,1000,Health,Summer,Non-Perishable,Standard
Michaelberg,West Jamesfort,32562,994298,6,High,Meat/Poultry,1000,Weather,Holiday,Perishable,Standard
South Kristinmouth,Proctorland,27179,627916,1,High,Dry Goods,541,None,Normal,Non-Perishable,Standard
Ellisview,Cisnerosfurt,83876,811157,5,Low,Fresh Produce,1000,Health,Normal,Perishable,High
Danielmouth,Judyville,91277,483343,5,Medium,Meat/Poultry,346,None,Normal,Perishable,Standard
New Carmen,New Brandon,56849,661793,5,Medium,Meat/Poultry,663,None,Summer,Perishable,Standard
Karenhaven,Mcdonaldport,97483,239939,5,High,Canned Goods,517,None,BackToSchool,Non-Perishable,Standard
Lake Amber,Lake Cindy,37966,493914,5,Medium,Meat/Poultry,1000,Economic,Summer,Perishable,Standard
Alanton,Davidfort,98518,643581,1,Medium,Fresh Produce,389,None,Normal,Perishable,Standard
Clarkechester,East Wendy,75816,941028,4,High,Dry Goods,1000,None,Summer,Non-Perishable,Standard
East Andrewmouth,Port Lisa,24489,562503,6,Medium,Fresh Produce,514,None,Summer,Perishable,Standard
East Jessicahaven,Michelletown,03156,266247,5,Low,Fresh Produce,1000,None,Holiday,Perishable,High
Lake Dianafurt,Mossmouth,23124,258369,6,Low,Canned Goods,1000,Economic,Normal,Non-Perishable,High
